id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
745,TCK-EQNCR8EA,Medium,On Hold,Network,Issue related to Other,Detailed ticket description wpkRhxapbEEkKaAtVvNu,2023-11-28,2023-12-24,Admin,2025-12-10 13:49:04
746,TCK-XY1IHR4Q,High,Resolved,Network,Issue related to Other,Detailed ticket description YugXXInNWdjwNnQPVdEp,2023-05-27,2023-06-06,IT Support 2,2025-12-10 13:49:04
747,TCK-MRYJ2M9Q,High,Closed,Other,Issue related to Network,Detailed ticket description PudJZFsnQxopzfrYPJFB,2023-02-08,2023-02-12,Technician A,2025-12-10 13:49:04
748,TCK-4L101UE0,Critical,Closed,Other,Issue related to Hardware,Detailed ticket description ZyZOogPnVxcjhaXphOIN,2024-01-03,,IT Support 1,2025-12-10 13:49:04
749,TCK-FF8MTA9W,High,Resolved,Network,Issue related to Network,Detailed ticket description jhzgnBNYAYMXyEtLZtGD,2023-11-04,,Unassigned,2025-12-10 13:49:04
750,TCK-HFYATXX7,High,On Hold,Network,Issue related to Other,Detailed ticket description bcrClLvnoExUvhuanmSP,2024-05-13,2024-06-06,Unassigned,2025-12-10 13:49:04
751,TCK-NELWF3DW,Critical,In Progress,Software,Issue related to Hardware,Detailed ticket description RFslNyDHtbMYncGJdwpv,2024-10-10,2024-10-21,IT Support 2,2025-12-10 13:49:04
752,TCK-NP0M28N1,Medium,Closed,Other,Issue related to Other,Detailed ticket description ghopeMRWEzwlYZIVfnJV,2023-08-12,2023-08-14,Admin,2025-12-10 13:49:04
753,TCK-VMN9RCI7,Medium,Resolved,Access Request,Issue related to Hardware,Detailed ticket description ryRBJhAOjcYKwHEZldcY,2024-06-26,2024-07-20,Technician B,2025-12-10 13:49:04
754,TCK-SECV6D3A,High,Open,Hardware,Issue related to Software,Detailed ticket description rrPycrTBHWDdMhiMHAXe,2023-09-14,2023-09-24,Technician A,2025-12-10 13:49:04
755,TCK-IF3HIWPB,High,Closed,Hardware,Issue related to Software,Detailed ticket description BabzugeEyiuhMNnewSiD,2023-03-03,2023-03-25,IT Support 1,2025-12-10 13:49:04
756,TCK-HG3ONS94,Critical,In Progress,Other,Issue related to Hardware,Detailed ticket description vDbiypupirJUfedresKm,2023-04-27,,IT Support 2,2025-12-10 13:49:04
757,TCK-TNL8873U,Medium,Resolved,Software,Issue related to Security,Detailed ticket description heFKfEbMLDatqUcoNKnu,2024-06-24,2024-07-04,Admin,2025-12-10 13:49:04
758,TCK-3BYYQLFU,Critical,On Hold,Software,Issue related to Software,Detailed ticket description YTxdjfYXPjTxlRzWmMyw,2023-10-12,2023-10-17,Technician B,2025-12-10 13:49:04
759,TCK-PCOP9AZ7,High,Resolved,Software,Issue related to Hardware,Detailed ticket description NfGOmXxLgXWbGtOqQJnm,2024-01-16,,Admin,2025-12-10 13:49:04
760,TCK-3K43Q1PM,Critical,On Hold,Access Request,Issue related to Security,Detailed ticket description AWOefmGMazNXtoNEhkUW,2023-10-18,2023-11-16,IT Support 2,2025-12-10 13:49:04
761,TCK-RNKP8X98,High,On Hold,Software,Issue related to Security,Detailed ticket description fvMfdsdzviHJUDlHSVXR,2023-12-17,2023-12-30,Admin,2025-12-10 13:49:04
762,TCK-GGI7S0QW,Medium,Open,Security,Issue related to Software,Detailed ticket description dYdSKmrHTHgSDAUFzzVu,2024-11-04,2024-11-11,IT Support 2,2025-12-10 13:49:04
763,TCK-PBKAVOK1,High,Open,Other,Issue related to Network,Detailed ticket description NMDZGAVzWABhEwcwpaTx,2024-07-01,2024-07-06,Technician B,2025-12-10 13:49:04
764,TCK-UZHTB8SB,Medium,Closed,Access Request,Issue related to Access Request,Detailed ticket description fzKLPXcWlxUlNVyriQlF,2024-07-27,2024-08-04,Unassigned,2025-12-10 13:49:04
765,TCK-PT3ZVDFH,Critical,On Hold,Security,Issue related to Software,Detailed ticket description mcKGuqGpmjmbRGdYblYW,2024-04-13,2024-04-28,Technician A,2025-12-10 13:49:04
766,TCK-C3SA7K5A,Critical,Open,Other,Issue related to Security,Detailed ticket description fmREVMkAbCwoDYRwFKhl,2023-06-15,,IT Support 1,2025-12-10 13:49:04
767,TCK-KZEKLY4I,Medium,Open,Access Request,Issue related to Access Request,Detailed ticket description zGQQrbZgWUouImqvmFUd,2023-02-04,,Admin,2025-12-10 13:49:04
768,TCK-K6PHLSOK,Low,In Progress,Software,Issue related to Hardware,Detailed ticket description nGApDsUoqjhJdiAADAsH,2024-01-06,2024-01-08,Unassigned,2025-12-10 13:49:04
769,TCK-D8XUJPX6,Critical,Closed,Network,Issue related to Other,Detailed ticket description jSicFzYwFCehZNbKhcOv,2023-12-24,2023-12-25,Technician A,2025-12-10 13:49:04
770,TCK-4N7L26VW,Critical,Resolved,Other,Issue related to Security,Detailed ticket description aNaNpaYEUhpBGOgQKsxt,2024-05-26,,Technician B,2025-12-10 13:49:04
771,TCK-DHM2EELW,Critical,On Hold,Hardware,Issue related to Access Request,Detailed ticket description oSNWfhQZGfMrGTjbZphA,2023-02-11,,Technician B,2025-12-10 13:49:04
772,TCK-W9SRKRKX,Critical,Closed,Hardware,Issue related to Access Request,Detailed ticket description rPyEqxvsuQXfZXIaQWqi,2023-04-27,,Technician B,2025-12-10 13:49:04
773,TCK-6PAVBSEA,Medium,Resolved,Other,Issue related to Hardware,Detailed ticket description DiWuZZiVhXofJvzAppoJ,2023-12-04,2023-12-21,Technician B,2025-12-10 13:49:04
774,TCK-NEQT9PQ3,High,Open,Access Request,Issue related to Security,Detailed ticket description DWDFBsMCjGnQAachxBdv,2024-09-03,2024-09-12,Admin,2025-12-10 13:49:04
775,TCK-B0PZ4J03,Critical,Closed,Network,Issue related to Other,Detailed ticket description oftijUoyMZYBebAGJLsf,2023-03-04,2023-03-26,Technician A,2025-12-10 13:49:04
776,TCK-YM6OJOJK,Critical,Closed,Other,Issue related to Security,Detailed ticket description XmiFNoKdthWqhVlNlEwU,2024-10-05,2024-10-26,IT Support 2,2025-12-10 13:49:04
777,TCK-JDOJLYGE,High,On Hold,Other,Issue related to Security,Detailed ticket description poeTRYjlCegfyeNKxoJt,2024-01-08,2024-01-19,Unassigned,2025-12-10 13:49:04
778,TCK-XBLL3V5E,High,Resolved,Hardware,Issue related to Other,Detailed ticket description WvlXkxKtQpruQqYZRJYw,2024-10-09,2024-10-30,IT Support 1,2025-12-10 13:49:04
779,TCK-GF1WN5PD,High,Resolved,Security,Issue related to Software,Detailed ticket description xiueVURtEVKELWuQHekK,2024-11-05,,Technician A,2025-12-10 13:49:04
780,TCK-1VXAS20X,Low,Closed,Other,Issue related to Security,Detailed ticket description hjoJnoEEVcICUmXJwXbT,2023-03-21,,Unassigned,2025-12-10 13:49:04
781,TCK-XFD36RKN,Critical,Closed,Security,Issue related to Software,Detailed ticket description LFbmgaImjPcOBuTYcdQg,2024-04-21,,IT Support 2,2025-12-10 13:49:04
782,TCK-BUXXI2Y9,Critical,Resolved,Security,Issue related to Hardware,Detailed ticket description zVEndGOQhDWOybKMYBlR,2024-01-03,,Admin,2025-12-10 13:49:04
783,TCK-XA1N192H,Critical,Closed,Network,Issue related to Security,Detailed ticket description oWQpsBJPmIQHNrNxcpVB,2023-08-11,2023-08-16,Admin,2025-12-10 13:49:04
784,TCK-ON602HW1,Critical,Resolved,Access Request,Issue related to Security,Detailed ticket description mshUjZnbCElwaaVJwQWe,2023-01-13,2023-01-29,Technician A,2025-12-10 13:49:04
785,TCK-ZKWHIQ41,Low,Open,Hardware,Issue related to Other,Detailed ticket description CKgmYpmYYCCtSozKQTmo,2023-03-30,2023-04-15,Technician A,2025-12-10 13:49:04
786,TCK-Y266M8I0,Critical,In Progress,Hardware,Issue related to Hardware,Detailed ticket description MTJafVyZSKvAjdQbcrop,2024-09-30,2024-10-26,Unassigned,2025-12-10 13:49:04
787,TCK-1H6Z2S9K,Critical,Closed,Other,Issue related to Network,Detailed ticket description QjQDFSzAHENKbjLgxJuZ,2023-06-07,2023-06-28,Technician A,2025-12-10 13:49:04
788,TCK-P9EWV4RZ,Low,On Hold,Network,Issue related to Network,Detailed ticket description xuMMvobYvrrmGJZffHqo,2023-08-20,2023-09-06,IT Support 1,2025-12-10 13:49:04
789,TCK-39UKZLN7,Critical,Resolved,Hardware,Issue related to Other,Detailed ticket description aDWhTaFomSXczQrgvpnN,2023-09-07,,IT Support 1,2025-12-10 13:49:04
790,TCK-ELHDANCI,Low,Resolved,Access Request,Issue related to Network,Detailed ticket description IGQCGbnFspwSqYeLvTIH,2024-06-20,,Technician A,2025-12-10 13:49:04
791,TCK-YAKJ8M3S,High,In Progress,Network,Issue related to Software,Detailed ticket description AvARgAOvZlZckCUPtgyl,2023-05-18,,Technician A,2025-12-10 13:49:04
792,TCK-VXB7SLM7,Critical,Closed,Other,Issue related to Security,Detailed ticket description oSDdijRqMiJJuCEbaVbM,2024-02-08,,Unassigned,2025-12-10 13:49:04
793,TCK-KE11HYPW,Critical,Closed,Hardware,Issue related to Software,Detailed ticket description vSCCfvSTYAjPndDiUDla,2024-06-27,,Technician B,2025-12-10 13:49:04
794,TCK-0VY0VUQ1,Critical,Closed,Access Request,Issue related to Hardware,Detailed ticket description WXbPycNbqBNjqpliVoRy,2024-10-09,2024-11-05,IT Support 1,2025-12-10 13:49:04
795,TCK-AZJ1FETM,High,On Hold,Hardware,Issue related to Network,Detailed ticket description SKduQeklnlnHsXrfeSwr,2023-12-23,2023-12-30,IT Support 1,2025-12-10 13:49:04
796,TCK-U4AO8U2W,High,Resolved,Security,Issue related to Hardware,Detailed ticket description GoVFwzedfEIPitbzNhEI,2023-07-30,2023-08-25,IT Support 2,2025-12-10 13:49:04
797,TCK-LZUKOJ9O,High,In Progress,Hardware,Issue related to Access Request,Detailed ticket description CZyUtQuLgXZVXgSwaFLK,2024-10-11,2024-11-08,Unassigned,2025-12-10 13:49:04
798,TCK-VD657AWE,Critical,Closed,Access Request,Issue related to Network,Detailed ticket description wRBLhwUTnNyDaAGvYLDy,2024-07-24,2024-07-30,Technician A,2025-12-10 13:49:04
799,TCK-4SQ3Z9ZQ,Medium,On Hold,Security,Issue related to Access Request,Detailed ticket description eJkipXrRXitqDVIbEGlT,2024-11-03,2024-11-19,Technician B,2025-12-10 13:49:04
800,TCK-MPADZEBP,Low,Resolved,Hardware,Issue related to Security,Detailed ticket description vpredUhDsHJfzUhAOayq,2024-05-24,,Technician B,2025-12-10 13:49:04
801,TCK-IBGSOILI,Critical,On Hold,Software,Issue related to Security,Detailed ticket description NIPHGwQvLgEHxLuYSVLR,2024-01-29,2024-02-06,Unassigned,2025-12-10 13:49:04
802,TCK-XQJNIOPP,Medium,Open,Security,Issue related to Other,Detailed ticket description RMqSbTJShmflKOHmJNCU,2023-10-15,,Admin,2025-12-10 13:49:04
803,TCK-9Z1I0CFQ,Low,In Progress,Software,Issue related to Hardware,Detailed ticket description KqYPUDQDhnTWxLbIQZDJ,2023-05-17,2023-06-04,Unassigned,2025-12-10 13:49:04
804,TCK-0PTIXTO5,Medium,In Progress,Software,Issue related to Hardware,Detailed ticket description SweEJcWDjzRsaYTCcOZt,2023-04-10,2023-04-29,Admin,2025-12-10 13:49:04
805,TCK-3BRTC955,Medium,On Hold,Network,Issue related to Software,Detailed ticket description zSbRqMreuPfaNkFfsbKW,2023-02-14,2023-03-02,Unassigned,2025-12-10 13:49:04
806,TCK-5642T8J4,Medium,In Progress,Network,Issue related to Network,Detailed ticket description LQmAREBGUGupGmBrmrdA,2024-05-01,2024-05-16,Technician B,2025-12-10 13:49:04
807,TCK-I28YEOAJ,High,Closed,Hardware,Issue related to Other,Detailed ticket description BgrrbWGzlwdOkpNVIgHO,2024-09-21,2024-09-27,IT Support 1,2025-12-10 13:49:04
808,TCK-I0ADXLOS,Low,On Hold,Access Request,Issue related to Access Request,Detailed ticket description zBBESiJfIQzMnDjXjpUN,2024-04-25,2024-05-05,Admin,2025-12-10 13:49:04
809,TCK-OW7TM05K,Medium,In Progress,Other,Issue related to Other,Detailed ticket description zncBdPilipUyWSmEkedi,2023-12-20,2024-01-08,IT Support 2,2025-12-10 13:49:04
810,TCK-Y71WKY97,High,Open,Network,Issue related to Network,Detailed ticket description LVNDCTkgzpmdyTDyAUSf,2024-11-04,2024-11-18,IT Support 1,2025-12-10 13:49:04
811,TCK-WMP6MP8K,Medium,Closed,Other,Issue related to Software,Detailed ticket description ocvElLxSxwVoWSuumzpC,2024-04-07,2024-04-20,Unassigned,2025-12-10 13:49:04
812,TCK-NDHEHX4Q,Low,Closed,Network,Issue related to Software,Detailed ticket description VEwjlGLcfBpXtDGVOvmJ,2023-09-18,2023-09-24,Unassigned,2025-12-10 13:49:04
813,TCK-7LKGX1U3,High,In Progress,Software,Issue related to Software,Detailed ticket description vWnarTWddARPlkobIVTF,2023-05-08,2023-05-14,Admin,2025-12-10 13:49:04
814,TCK-4PZHGM78,Low,Open,Software,Issue related to Other,Detailed ticket description rNgdAIskCADOjpJlfuQK,2024-10-22,,Technician B,2025-12-10 13:49:04
815,TCK-FT55Y0Z4,Medium,In Progress,Other,Issue related to Access Request,Detailed ticket description fxLsgDHpPdDlqFehisVJ,2023-07-16,2023-08-12,Technician B,2025-12-10 13:49:04
816,TCK-2PBQR42D,High,On Hold,Network,Issue related to Security,Detailed ticket description RUjoxWfASxtItVjbVZRW,2024-09-25,,Admin,2025-12-10 13:49:04
817,TCK-FGS4XNOS,Low,Closed,Hardware,Issue related to Hardware,Detailed ticket description pNFoYMFpfciXdYJXrHVm,2024-02-03,2024-02-13,Technician A,2025-12-10 13:49:04
818,TCK-XU32NTLY,Medium,Open,Software,Issue related to Other,Detailed ticket description EZIDUbjWwPSOnMiTJQoV,2023-05-26,2023-06-13,Admin,2025-12-10 13:49:04
819,TCK-VGVB74C2,Low,On Hold,Access Request,Issue related to Other,Detailed ticket description BvURWTDoDtccsxvMSyns,2023-02-22,,Admin,2025-12-10 13:49:04
820,TCK-WPYCEQZY,Low,In Progress,Hardware,Issue related to Network,Detailed ticket description BOZUcVWojhquQFvQpBHa,2023-08-10,2023-08-22,Technician A,2025-12-10 13:49:04
821,TCK-I5CEMUJS,High,In Progress,Other,Issue related to Other,Detailed ticket description xvNtqWkfOTgNHxKwrOWx,2023-03-12,2023-03-18,IT Support 2,2025-12-10 13:49:04
822,TCK-R85UDV94,High,Resolved,Hardware,Issue related to Other,Detailed ticket description CdmrlRRUunEalpnhAAcm,2024-08-01,2024-08-08,Unassigned,2025-12-10 13:49:04
823,TCK-HSTPS8H8,High,On Hold,Security,Issue related to Network,Detailed ticket description obUUAlZpaUxdHRbfbiRl,2024-09-06,2024-09-16,Technician A,2025-12-10 13:49:04
824,TCK-05PQZ6FV,Medium,On Hold,Access Request,Issue related to Security,Detailed ticket description ddnKromDnVqpRwpvHoHk,2024-04-11,2024-05-10,IT Support 1,2025-12-10 13:49:04
825,TCK-6481LX8I,Medium,Closed,Access Request,Issue related to Other,Detailed ticket description aLtMcfSlRQyaIIPKzSJp,2023-12-04,2023-12-25,Technician B,2025-12-10 13:49:04
826,TCK-AV7D1Q2N,Low,Resolved,Network,Issue related to Software,Detailed ticket description RvptCRJtFejMnLmENKUr,2024-02-03,,IT Support 1,2025-12-10 13:49:04
827,TCK-JNQWHZUK,Low,On Hold,Access Request,Issue related to Security,Detailed ticket description eiVtspdbfAigUPdZMzeH,2024-03-09,2024-03-11,Technician A,2025-12-10 13:49:04
828,TCK-B57RG1MK,Low,Closed,Access Request,Issue related to Access Request,Detailed ticket description xbttMPjwHHGTlsSVFVNl,2024-01-14,2024-01-26,IT Support 2,2025-12-10 13:49:04
829,TCK-S19HME4Y,Critical,Open,Software,Issue related to Access Request,Detailed ticket description qeGhoaqcuEQlmHbLNHgr,2023-10-24,2023-11-13,Admin,2025-12-10 13:49:04
830,TCK-9YBNB18T,Critical,Closed,Security,Issue related to Access Request,Detailed ticket description txRfzpTnNqqWMTWaQHJf,2023-06-19,2023-06-30,IT Support 2,2025-12-10 13:49:04
831,TCK-DC12P7OE,Low,Resolved,Network,Issue related to Security,Detailed ticket description EIyIyVRagPsdipzGeojc,2024-07-05,,IT Support 1,2025-12-10 13:49:04
832,TCK-0FFTQBKB,Medium,In Progress,Hardware,Issue related to Other,Detailed ticket description wOZoyAkEmpreFuejINzf,2024-03-05,,IT Support 1,2025-12-10 13:49:04
833,TCK-5V08YWJM,Medium,In Progress,Other,Issue related to Access Request,Detailed ticket description gLXNHdOlYuwZTsuMwQcW,2024-09-25,2024-10-20,IT Support 2,2025-12-10 13:49:04
834,TCK-ZO0ATBD5,Low,Resolved,Security,Issue related to Other,Detailed ticket description uqVxSFwZjTKtImTbSxGA,2023-03-22,,IT Support 1,2025-12-10 13:49:04
835,TCK-211V0T1D,Critical,Open,Security,Issue related to Hardware,Detailed ticket description TuKbYEXTjoTogEFqLxaW,2024-02-01,,Technician A,2025-12-10 13:49:04
836,TCK-SPS671T4,High,In Progress,Hardware,Issue related to Software,Detailed ticket description gzEYcDKUdVXTFoJLkqIv,2023-07-05,2023-07-19,IT Support 1,2025-12-10 13:49:04
837,TCK-7S2HAMRR,High,Closed,Access Request,Issue related to Network,Detailed ticket description PQFlAMAgyLvsgXbWljEi,2024-08-30,,Technician B,2025-12-10 13:49:04
838,TCK-T4K6EOP9,High,Open,Hardware,Issue related to Hardware,Detailed ticket description NfIojkXBsqENpcKUFtwB,2023-12-12,2023-12-31,IT Support 1,2025-12-10 13:49:04
839,TCK-18SC41ZT,Low,On Hold,Security,Issue related to Network,Detailed ticket description lXMkxjaAOCjVacioYKKC,2024-09-06,,Admin,2025-12-10 13:49:04
840,TCK-YNC3BW7Y,Medium,Closed,Network,Issue related to Access Request,Detailed ticket description uaBFYtlsDhaxojRqxVUq,2023-12-16,2024-01-04,Unassigned,2025-12-10 13:49:04
841,TCK-VDM1I5Q0,Low,On Hold,Security,Issue related to Hardware,Detailed ticket description LwDDmDexqDQZdFLotAqD,2023-02-01,2023-03-02,Technician A,2025-12-10 13:49:04
842,TCK-HQZL3NS0,Critical,Closed,Hardware,Issue related to Software,Detailed ticket description aHerxuVkPTaTiripggYC,2023-12-30,,Technician B,2025-12-10 13:49:04
843,TCK-QB08Q8ZG,Medium,In Progress,Software,Issue related to Security,Detailed ticket description IZqMLwpeKwrqhuLvGKEz,2023-04-19,2023-05-08,IT Support 2,2025-12-10 13:49:04
844,TCK-FV6OUJT7,High,Resolved,Access Request,Issue related to Hardware,Detailed ticket description MkrFzhryqrYPxMzJvidH,2024-07-13,2024-07-16,Technician A,2025-12-10 13:49:04
845,TCK-KVE9A373,Medium,Closed,Access Request,Issue related to Software,Detailed ticket description UZGNEPRqZfvcRcMCuAoT,2023-01-10,2023-01-26,IT Support 2,2025-12-10 13:49:04
846,TCK-BWRBVJEN,Low,Open,Network,Issue related to Security,Detailed ticket description kdSGOdVwKhqfDiebnqXi,2023-08-11,,Technician A,2025-12-10 13:49:04
847,TCK-KDB5IGD5,Low,Closed,Hardware,Issue related to Access Request,Detailed ticket description ZhyRRRLEIRMMqtuKniqR,2023-02-17,2023-02-28,IT Support 2,2025-12-10 13:49:04
848,TCK-F047A5T6,Low,Open,Software,Issue related to Access Request,Detailed ticket description fIIAQPrHWTEzmEgCjufK,2023-11-03,,IT Support 2,2025-12-10 13:49:04
849,TCK-60CA2UHJ,Critical,On Hold,Security,Issue related to Hardware,Detailed ticket description zMSvnxUnWvedimhCFFem,2024-02-23,2024-03-05,Admin,2025-12-10 13:49:04
850,TCK-EDWA44EX,Medium,Resolved,Software,Issue related to Hardware,Detailed ticket description cNgXgxhUnLqrJgCjSLpS,2023-10-31,,Technician B,2025-12-10 13:49:04
851,TCK-XEUNTVZN,Low,Open,Other,Issue related to Network,Detailed ticket description ipTjKUDZxDrbkzRhqLNn,2024-05-07,2024-05-09,Technician A,2025-12-10 13:49:04
852,TCK-0YKULWKB,Medium,On Hold,Other,Issue related to Security,Detailed ticket description XXaspIcNZQvisqjzsJHX,2023-08-24,2023-09-08,Technician B,2025-12-10 13:49:04
853,TCK-XT5JQ6FH,High,In Progress,Other,Issue related to Access Request,Detailed ticket description KcxEDJBtrPWkCoSZLOOF,2024-02-26,2024-03-05,Admin,2025-12-10 13:49:04
854,TCK-BBFUQWAP,Medium,Resolved,Network,Issue related to Hardware,Detailed ticket description mVAkofVoaVmbpONrJKvc,2024-11-09,,Technician A,2025-12-10 13:49:04
855,TCK-OXVWUCPR,Medium,Resolved,Other,Issue related to Network,Detailed ticket description JNVQCiCUYrdYiXZIKBCj,2024-08-20,2024-08-26,IT Support 2,2025-12-10 13:49:04
856,TCK-JRXYD69K,Medium,On Hold,Other,Issue related to Security,Detailed ticket description fdGQLTJTNwtFuEShGdhN,2023-05-15,2023-05-23,Unassigned,2025-12-10 13:49:04
857,TCK-CTZAN2W4,High,On Hold,Software,Issue related to Software,Detailed ticket description ZLnLBEAqpWNmdhLsVkRt,2024-01-16,2024-02-13,IT Support 2,2025-12-10 13:49:04
858,TCK-OW0KXDYY,High,On Hold,Other,Issue related to Hardware,Detailed ticket description AiaeabEGScwUeRqzhtIN,2023-09-08,2023-10-08,IT Support 2,2025-12-10 13:49:04
859,TCK-QR8T03B1,Low,Open,Other,Issue related to Access Request,Detailed ticket description RbYdmfCeTawQpRiyywpB,2024-08-07,2024-08-29,Admin,2025-12-10 13:49:04
860,TCK-E65OA6J5,Critical,Resolved,Other,Issue related to Hardware,Detailed ticket description WiMgZwrWMTNrWHLSFSCN,2023-08-11,2023-08-31,IT Support 2,2025-12-10 13:49:04
861,TCK-B3PT0PEO,High,Resolved,Access Request,Issue related to Network,Detailed ticket description WjUtDCWksBsxtzunMSNS,2024-08-14,2024-08-15,Technician B,2025-12-10 13:49:04
862,TCK-TS2F0V5H,Low,Resolved,Network,Issue related to Software,Detailed ticket description KBEZTokGRkVuAROFpnxk,2023-09-15,2023-09-26,Technician B,2025-12-10 13:49:04
863,TCK-4KBEKCNJ,Low,On Hold,Security,Issue related to Hardware,Detailed ticket description STCZJVjODjAOkITAJkHt,2024-03-30,2024-04-29,Technician A,2025-12-10 13:49:04
864,TCK-OVTI2BXH,Medium,On Hold,Access Request,Issue related to Security,Detailed ticket description NmEiDuKwCnbjIrIHWyHL,2023-07-02,2023-08-01,Technician A,2025-12-10 13:49:04
865,TCK-HJ61SRGW,Medium,In Progress,Software,Issue related to Security,Detailed ticket description pzVtEEXIdYnmimERMtUH,2023-07-19,2023-08-18,Unassigned,2025-12-10 13:49:04
866,TCK-4WIJX1IO,High,Resolved,Access Request,Issue related to Other,Detailed ticket description gbvneXRmZIMdmbQuqxFV,2023-05-13,2023-06-04,Unassigned,2025-12-10 13:49:04
867,TCK-91NP0V5W,Critical,Resolved,Access Request,Issue related to Software,Detailed ticket description qjzuBBkIkDYGtDYPnGNY,2024-11-18,2024-12-18,Unassigned,2025-12-10 13:49:04
868,TCK-5UNYTOOY,Critical,On Hold,Other,Issue related to Other,Detailed ticket description AccKynTADVprBuBJuobt,2023-03-18,2023-04-03,Admin,2025-12-10 13:49:04
869,TCK-84Y2FRH5,Low,Closed,Access Request,Issue related to Software,Detailed ticket description yseFhuSbQTtqQYpeIbXF,2023-02-02,2023-02-12,Unassigned,2025-12-10 13:49:04
870,TCK-MUNWE4CX,Critical,On Hold,Software,Issue related to Software,Detailed ticket description HFCxnFwIfDSTPMehmtAx,2023-11-23,2023-12-04,IT Support 1,2025-12-10 13:49:04
871,TCK-V4R3DNA4,Medium,Open,Network,Issue related to Hardware,Detailed ticket description YEdTnLSJfamqIcZwoNgh,2023-09-12,2023-10-12,Technician B,2025-12-10 13:49:04
872,TCK-QWF2AR18,Critical,On Hold,Other,Issue related to Hardware,Detailed ticket description vONeNksSalCTwsbhKAzY,2024-06-21,,Technician B,2025-12-10 13:49:04
873,TCK-VF4I1PIL,Critical,Resolved,Other,Issue related to Other,Detailed ticket description WYeUhxZjHrsrJbcxXtMp,2024-09-21,,Technician A,2025-12-10 13:49:04
874,TCK-HHEXHB1T,Critical,Closed,Security,Issue related to Access Request,Detailed ticket description FCMHFttEpZnfoHniGKkc,2023-02-12,2023-03-10,IT Support 1,2025-12-10 13:49:04
875,TCK-ESQJNZDK,High,Open,Hardware,Issue related to Access Request,Detailed ticket description JblRkxaGKMkLSrYlTXlH,2023-04-11,2023-04-15,Technician B,2025-12-10 13:49:04
876,TCK-LIOE0N8E,Low,Open,Security,Issue related to Security,Detailed ticket description AraWKGxXpuJorOJsTvFh,2024-03-22,2024-04-09,Admin,2025-12-10 13:49:04
877,TCK-BD7H2MNK,Low,Closed,Software,Issue related to Other,Detailed ticket description mdHxiSWZIqzHSaEIVJMj,2023-06-13,,Technician A,2025-12-10 13:49:04
878,TCK-0S9NLLXU,Medium,Open,Other,Issue related to Access Request,Detailed ticket description TzdIaSVTRqcchicwwwdE,2023-07-17,2023-08-13,Technician A,2025-12-10 13:49:04
879,TCK-KE4XA6PP,High,On Hold,Hardware,Issue related to Access Request,Detailed ticket description oBxbuRXINcbJRYPkEmcK,2024-11-23,2024-12-13,Admin,2025-12-10 13:49:04
880,TCK-BAOGKSYL,Critical,Closed,Access Request,Issue related to Network,Detailed ticket description OJZKLzACPJzzQJenOxkP,2024-01-11,2024-01-28,IT Support 2,2025-12-10 13:49:04
881,TCK-QHXDBEYT,Low,Open,Other,Issue related to Other,Detailed ticket description rvwHNMtpYUpaNZSDQqtx,2024-09-26,2024-10-05,Unassigned,2025-12-10 13:49:04
882,TCK-Y3VEWVA1,Low,Closed,Other,Issue related to Network,Detailed ticket description kkCcncoGwGdVeHFehRNK,2024-08-08,2024-08-09,Admin,2025-12-10 13:49:04
883,TCK-JS12M7YD,Medium,In Progress,Network,Issue related to Other,Detailed ticket description SCFRRihUppxMuogRsDZD,2024-01-09,2024-01-24,Technician A,2025-12-10 13:49:04
884,TCK-61VPZRMK,High,Open,Software,Issue related to Hardware,Detailed ticket description WMxOwwsKlQZQgoTjoCgF,2024-08-30,,IT Support 2,2025-12-10 13:49:04
885,TCK-VECVWO6C,Medium,On Hold,Hardware,Issue related to Network,Detailed ticket description pFzjiPhlAMVnTvPLpfLO,2024-06-28,2024-07-06,IT Support 1,2025-12-10 13:49:04
886,TCK-PEL6O7DL,Low,Open,Hardware,Issue related to Other,Detailed ticket description DXvTjFgtktOwYRgUCPqm,2024-04-16,,Technician B,2025-12-10 13:49:04
887,TCK-RRFVHAIP,Low,On Hold,Software,Issue related to Software,Detailed ticket description TOzIwwQfXbiJQsQTTGLF,2023-08-04,2023-08-10,Unassigned,2025-12-10 13:49:04
888,TCK-U7BPJCVE,Medium,Closed,Software,Issue related to Other,Detailed ticket description WGWByhcuqInpSAqZIfyv,2024-01-06,2024-01-31,Technician A,2025-12-10 13:49:04
889,TCK-ZTVG2UEA,Critical,Closed,Access Request,Issue related to Network,Detailed ticket description zmkqaiuikOYrPjtGDROp,2024-01-01,,Technician B,2025-12-10 13:49:04
890,TCK-NZ37HW5T,High,In Progress,Hardware,Issue related to Access Request,Detailed ticket description AALglMPcmRjpnyAvFGet,2023-07-03,,IT Support 1,2025-12-10 13:49:04
891,TCK-IS6NVCLD,High,Closed,Security,Issue related to Hardware,Detailed ticket description rgLbfSOvpgmGKYOwNClY,2024-04-11,2024-04-21,Unassigned,2025-12-10 13:49:04
892,TCK-K8D0D5S2,Critical,On Hold,Access Request,Issue related to Hardware,Detailed ticket description qrgrAvMlcEDSUhTUrRxd,2023-11-27,2023-12-23,Unassigned,2025-12-10 13:49:04
893,TCK-PMNY83VG,Critical,Closed,Access Request,Issue related to Hardware,Detailed ticket description aCtaLqCUDrvSXLBTbAqz,2024-03-21,2024-03-24,Technician B,2025-12-10 13:49:04
